21941	0.022294224559605925
18894	0.02093579880499115
11180	0.04014689783339797
25509	0.01077444397995719
8413	0.010914820627883319
8653	0.020626276004548843
9182	0.18581200188347466
63500	0.010225596952439108
43338	0.01018005875026839
8809	0.1652128275395037
31114	0.01079716637072581
17963	0.010010875855343136
18656	0.021670247567980708
18657	0.010146970304621004
9113	0.10196261602055541
20346	0.014526500542421009
9199	0.0404986245438737
17334	0.058943277859751765
18028	0.08350505323506734
8389	0.04090986197136265
18540	0.010908109774136875
23331	0.010544093955853047
22365	0.010118170666688606
23455	0.045125652685723654
9076	0.010328153640472616
9197	0.057768589213591647
24303	0.010228752589113776
26683	0.010408376440647954
35665	0.01018005875026839
34574	0.01029707678476186
11233	0.010404899787763773
9109	0.010796587682512378
8938	0.12329232935718379
8939	0.058233841069172516
17337	0.021472937516848645
8553	0.023292476353402678
17301	0.0466491313946635
9128	0.010099718332237837
8315	0.010722307838640917
9126	0.08027488706111377
8433	0.03734021479246016
19047	0.01119032346449621
9127	0.02140117383635438
9248	0.010624417289059235
35770	0.010287001539635665
22337	0.01030086139685359
24351	0.010010029972846573
28433	0.010474387422942379
28431	0.021605111064052163
26651	0.010300861396853588
11320	0.009850020952941074
52754	0.010582294142781324
21081	0.021355463499330648
18122	0.02731513296970005
18123	0.030705285264296635
20209	0.010527306525723326
18360	0.010017993936486252
18086	0.010200474419999724
22183	0.010300861396853583
47980	0.010300861396853581
4874	0.02712746796220787
8316	0.022100298121979518
18920	0.012273311516729231
17834	0.06069323838815207
18923	0.06280092154761242
21743	0.010913321648039494
21985	0.022824022901829714
21347	0.02046424923591758
20378	0.011388110566392592
18697	0.009850020952941081
8333	0.03369913459136702
18576	0.02289211156828643
9023	0.011139444414473584
9028	0.011139444414473587
21749	0.010294410182028821
9142	0.011082922083542994
8846	0.05212526077284582
39831	0.01029947546316188
8983	0.06095449479899659
19030	0.023204363564402582
27337	0.012212771362316422
23653	0.01030086139685359
23411	0.010834526573384424
8460	0.03043633271679068
20149	0.010700924976117285
25154	0.011630706644694571
22041	0.021068954340258725
20380	0.02133805819079696
4537	0.20829827525824202
21070	0.010500556790348703
9047	0.02089526528737064
9166	0.025032954208171813
9046	0.011150134919054446
8633	0.010039005562857275
8513	0.031595692441372114
18033	0.010256546751930804
9160	0.03109837434050553
25644	0.010399994185536577
26732	0.010544093955853052
9164	0.011082029886511796
20636	0.010544673880199557
9162	0.08148977839216542
15609	0.0740063694489882
76400	0.010135531699053062
8869	0.010796587682512368
17507	0.011013206626744664
8745	0.012782595841645643
21973	0.01032815364047261
18687	0.03311707518768585
18688	0.011529690199640978
19254	0.010700924976117295
18166	0.010664308048546636
21693	0.021676742867052956
18167	0.0700211098668331
22540	0.010854863586327984
21858	0.010612486919574093
8360	0.010656402408438816
22029	0.010774443979957192
34514	0.010663862251552797
27034	0.012273311516729226
8998	0.029650189242355702
8916	0.014174493462829237
18689	0.03711844187439041
50426	0.011085338710611601
8518	0.07596567084514959
