21973	17834	6
17834	21973	6
9076	17834	6
17834	9076	6
18687	8846	17
8846	18687	17
18687	26683	7
26683	18687	7
4874	15609	9
15609	4874	9
4874	4537	14
4537	4874	14
11180	17301	13
17301	11180	13
11180	17334	19
17334	11180	19
17963	9047	6
9047	17963	6
18576	8938	9
8938	18576	9
18576	23455	9
23455	18576	9
8745	9166	7
9166	8745	7
8745	9182	13
9182	8745	13
21693	8809	7
8809	21693	7
21693	35770	8
35770	21693	8
20149	9182	6
9182	20149	6
9142	9113	6
9113	9142	6
50426	9162	7
9162	50426	7
11320	18122	6
18122	11320	6
52754	9199	11
9199	52754	11
18920	8433	6
8433	18920	6
18920	27034	9
27034	18920	9
8633	8653	7
8653	8633	7
9162	50426	6
50426	9162	6
9162	4537	18
4537	9162	18
9162	15609	7
15609	9162	7
28431	76400	6
76400	28431	6
28431	18167	17
18167	28431	17
34574	17337	9
17337	34574	9
8413	15609	10
15609	8413	10
25154	8513	12
8513	25154	12
25154	8916	12
8916	25154	12
8983	4537	6
4537	8983	6
8809	8846	19
8846	8809	19
8809	8316	6
8316	8809	6
8809	9113	11
9113	8809	11
8809	9182	16
9182	8809	16
8809	8518	10
8518	8809	10
8809	9166	6
9166	8809	6
8809	4537	6
4537	8809	6
18540	18028	12
18028	18540	12
19030	25644	8
25644	19030	8
19030	20346	9
20346	19030	9
19030	18167	16
18167	19030	16
8938	8939	31
8939	8938	31
8938	22029	8
22029	8938	8
8938	22540	9
22540	8938	9
8938	26732	6
26732	8938	6
8938	23331	6
23331	8938	6
8938	21985	15
21985	8938	15
8938	23455	8
23455	8938	8
8938	25509	8
25509	8938	8
23455	17334	6
17334	23455	6
18688	18028	9
18028	18688	9
18688	18689	9
18689	18688	9
63500	20380	8
20380	63500	8
27337	8333	25
8333	27337	25
27337	8553	23
8553	27337	23
8518	8460	9
8460	8518	9
8518	9182	12
9182	8518	12
8518	4537	6
4537	8518	6
39831	17334	6
17334	39831	6
8939	8983	14
8983	8939	14
9164	4537	10
4537	9164	10
18656	18657	6
18657	18656	6
18656	18028	13
18028	18656	13
8315	8316	39
8316	8315	39
18122	18123	6
18123	18122	6
18122	18697	6
18697	18122	6
17301	34514	14
34514	17301	14
17301	35665	6
35665	17301	6
17301	21749	7
21749	17301	7
17301	43338	6
43338	17301	6
22365	22041	7
22041	22365	7
9197	9182	12
9182	9197	12
15609	8433	6
8433	15609	6
15609	4537	8
4537	15609	8
20209	8983	7
8983	20209	7
8433	9248	15
9248	8433	15
8333	8553	72
8553	8333	72
8333	9113	22
9113	8333	22
8333	8360	7
8360	8333	7
11233	9199	8
9199	11233	8
9028	4537	11
4537	9028	11
9166	9182	23
9182	9166	23
18086	9199	6
9199	18086	6
20346	18167	16
18167	20346	16
21743	17834	17
17834	21743	17
17834	18123	15
18123	17834	15
17834	4537	6
4537	17834	6
9046	9162	15
9162	9046	15
20378	9182	18
9182	20378	18
18028	18689	50
18689	18028	50
18028	19047	7
19047	18028	7
18028	21081	9
21081	18028	9
18028	8809	6
8809	18028	6
21081	24303	8
24303	21081	8
9023	4537	11
4537	9023	11
28433	18167	7
18167	28433	7
21070	18687	8
18687	21070	8
21858	9126	6
9126	21858	6
18689	19047	7
19047	18689	7
18689	21347	7
21347	18689	7
9113	4537	9
4537	9113	9
9113	9182	16
9182	9113	16
18166	9197	8
9197	18166	8
9182	18894	6
18894	9182	6
9182	8389	8
8389	9182	8
9182	8998	9
8998	9182	9
4537	9160	13
9160	4537	13
8869	9162	8
9162	8869	8
17334	17337	13
17337	17334	13
9127	9128	6
9128	9127	6
9127	9126	8
9126	9127	8
19254	9182	6
9182	19254	6
8460	8653	8
8653	8460	8
8460	8518	7
8518	8460	7
8553	9113	17
9113	8553	17
21347	24351	7
24351	21347	7
18167	20380	11
20380	18167	11
18167	9197	6
9197	18167	6
18360	18894	6
18894	18360	6
18033	21941	6
21941	18033	6
8513	8389	13
8389	8513	13
8513	8916	25
8916	8513	25
27034	8433	6
8433	27034	6
22041	9160	10
9160	22041	10
9109	9162	8
9162	9109	8
9126	8998	9
8998	9126	9
9126	9182	22
9182	9126	22
9126	9199	7
9199	9126	7
9126	8518	7
8518	9126	7
20636	21985	9
21985	20636	9
21941	15609	15
15609	21941	15
9047	9162	7
9162	9047	7
